Uri,Title,Artist,Genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
https://open.spotify.com/track/2Cd9iWfcOpGDHLz6tVA3G4,waka waka   song],Shakira - Freshlyground,colombian pop,0.766,0.873,-6.381,0.143,0.00627,0,0.0764,0.743,126.988
https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq,la nota,Manuel Turizo - Rauw Alejandro - Myke Towers,colombian pop,0.736,0.632,-4.939,0.0648,0.18,0,0.349,0.503,92.03
https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,esclavo de tus besos,Manuel Turizo - Ozuna,colombian pop,0.805,0.671,-5.316,0.111,0.113,0,0.278,0.522,90.979
https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,ya no tiene novio,Sebastian Yatra - Mau y Ricky,colombian pop,0.632,0.832,-1.948,0.154,0.048,0,0.0705,0.784,182.184
https://open.spotify.com/track/7BEPdOI0neT6p7PnLViqmH,bajo la mesa,Morat - Sebastian Yatra,colombian pop,0.716,0.624,-5.398,0.0739,0.238,0,0.128,0.783,90.983
https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,déjala que vuelva,Piso 21 - Manuel Turizo,colombian pop,0.681,0.788,-4.323,0.0785,0.0482,0,0.0753,0.839,170.019
https://open.spotify.com/track/1WniHvhq9zTkny0WvGXX8o,chantaje,Shakira - Maluma,colombian pop,0.859,0.756,-3.36,0.0643,0.168,4.65E-05,0.163,0.91,102.033
https://open.spotify.com/track/0gWbAFRcUyZKdfUxEOuOiD,por primera vez,Camilo - Evaluna Montaner,colombian pop,0.716,0.588,-3.952,0.116,0.152,0,0.0847,0.707,165.896
https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,te vi,Piso 21 - Micro TDH,colombian pop,0.877,0.777,-4.246,0.117,0.0446,3.46E-05,0.0863,0.706,102.02
https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ,por perro,Sebastian Yatra - Luis Figueroa - Lary Over,colombian pop,0.684,0.762,-5.18,0.0501,0.429,0,0.0852,0.892,172.009
https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,tutu,Camilo - Pedro Capó,colombian pop,0.731,0.832,-2.592,0.0503,0.273,0,0.0665,0.94,146.013
https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,traicionera,Sebastian Yatra,colombian pop,0.776,0.669,-4.933,0.0638,0.142,0,0.219,0.661,91.012
https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9,me enamoré,Shakira,colombian pop,0.74,0.879,-2.251,0.105,0.193,8.25E-05,0.0928,0.948,103.71
https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T,porfa,Feid - Justin Quiles,colombian pop,0.843,0.549,-8.018,0.164,0.0948,0,0.155,0.541,83.982
https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,el mismo aire - con pablo alborán,Camilo - Pablo Alborán,colombian pop,0.483,0.492,-6.591,0.295,0.603,0,0.323,0.66,144.511
https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9,porfa remix  - remix,Feid - J Balvin - Maluma - Nicky Jam - Sech - Justin Quiles,colombian pop,0.793,0.737,-4.731,0.0785,0.0765,0,0.0747,0.697,167.969
https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf,clandestino,Shakira - Maluma,colombian pop,0.766,0.822,-4.126,0.16,0.39,3.37E-05,0.349,0.881,165.842
https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,hips dont lie,Shakira - Wyclef Jean,colombian pop,0.778,0.824,-5.892,0.0712,0.284,0,0.405,0.756,100.024
https://open.spotify.com/track/1XM5PgxjpYcF0JuE9nfUbS,por perro,Sebastian Yatra - Luis Figueroa - Lary Over,colombian pop,0.685,0.762,-5.147,0.0565,0.419,0,0.0759,0.905,172.017
https://open.spotify.com/track/0Snbzbd74RLfL0i4nn1vU5,favorito,Camilo,colombian pop,0.611,0.851,-2.982,0.0598,0.229,0,0.232,0.823,178.032
https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW,porfa,Feid - Justin Quiles,colombian pop,0.795,0.542,-8.106,0.193,0.0903,0,0.117,0.55,167.823
https://open.spotify.com/track/5i50gKdLAjjIr7UxRT5IVy,alguien robo,Sebastian Yatra - Nacho - Wisin,colombian pop,0.745,0.921,-2.674,0.082,0.0897,0,0.178,0.651,92.973
https://open.spotify.com/track/4m5A5meIueOcDBpbqGvkQB,me enamoré,Shakira,colombian pop,0.711,0.875,-2.211,0.104,0.211,0.000198,0.0862,0.922,103.637
https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h,besándote,Piso 21,colombian pop,0.724,0.809,-4.96,0.056,0.0345,0,0.169,0.496,95.037
https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,pa olvidarme de ella,Piso 21 - Christian Nodal,colombian pop,0.728,0.542,-5.195,0.0514,0.259,0,0.136,0.637,90.016
https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,sola,Manuel Turizo,colombian pop,0.704,0.706,-5.233,0.111,0.483,0,0.0965,0.856,92.965
https://open.spotify.com/track/21N4Buj4xsyLb218lYle61,chica ideal,Sebastian Yatra - Guaynaa,colombian pop,0.574,0.891,-3.665,0.157,0.0847,0,0.16,0.707,100.978
https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux,tutu,Camilo - Pedro Capó,colombian pop,0.727,0.838,-2.435,0.0472,0.297,0,0.0603,0.933,145.995
https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,traicionera - remix,Sebastian Yatra - Cosculluela - Cali Y El Dandee,colombian pop,0.766,0.747,-3.95,0.0619,0.0293,0,0.38,0.856,91.06
https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,una lady como tú,Manuel Turizo,colombian pop,0.788,0.477,-7.348,0.0434,0.549,0,0.349,0.86,94.983
https://open.spotify.com/track/1Kjer1JoWuJGNwGV6Pbgv1,cristina,Sebastian Yatra,colombian pop,0.649,0.502,-4.368,0.0437,0.286,0,0.166,0.695,87
https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56,bella - remix,Wolfine - Maluma,colombian pop,0.917,0.476,-6.621,0.0655,0.304,0,0.103,0.87,93.987
https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,favorito,Camilo,colombian pop,0.606,0.853,-2.975,0.0545,0.237,0,0.251,0.822,178.043
https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj,esperándote,Manuel Turizo,colombian pop,0.697,0.648,-7.123,0.128,0.425,0,0.191,0.313,186.125
https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,earth,Lil Dicky,comedy rap,0.694,0.664,-4.649,0.05,0.639,0,0.0929,0.676,95.941
https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,freaky friday,Lil Dicky - Chris Brown,comedy rap,0.755,0.599,-5.042,0.224,0.147,0,0.109,0.755,133.123
https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,stay,Zedd - Alessia Cara,complextro,0.69,0.622,-5.025,0.063,0.253,0,0.113,0.543,102.039
https://open.spotify.com/track/4FYbo4yQzu3hGkj2Ix4ucW,funny,Zedd - Jasmine Thompson,complextro,0.664,0.66,-4.646,0.0243,0.512,0,0.26,0.355,99.946
https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,stay,Zedd - Alessia Cara,complextro,0.679,0.634,-5.024,0.0654,0.232,0,0.115,0.498,102.013
https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,the middle,Zedd - Maren Morris - Grey,complextro,0.753,0.657,-3.061,0.0449,0.171,0,0.112,0.437,107.01
https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY,get low,Zedd - Liam Payne,complextro,0.716,0.917,-3.674,0.0527,0.0215,7.91E-06,0.0515,0.501,107.969
https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU,good thing,Zedd - Kehlani,complextro,0.693,0.564,-3.857,0.0378,0.399,0,0.0409,0.574,185.913
https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,365,Zedd - Katy Perry,complextro,0.745,0.693,-5.479,0.034,0.339,0,0.123,0.248,98.039
https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,happy now,Zedd - Elley Duhé,complextro,0.503,0.741,-5.128,0.047,0.579,1.49E-06,0.0712,0.458,88.335
https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE,icy,Logic - Gucci Mane,conscious hip hop,0.827,0.522,-4.866,0.0845,0.163,1.19E-06,0.109,0.477,151.99
https://open.spotify.com/track/7BKUWh5sdtdS17crohRe4L,black spiderman,Logic - Damian Lemar Hudson,conscious hip hop,0.611,0.867,-5.298,0.0896,0.11,0.000105,0.346,0.336,140.032
https://open.spotify.com/track/1JIgaRnqtzS7DuGM3hVZU9,keanu reeves,Logic,conscious hip hop,0.712,0.891,-6.457,0.24,0.0557,0,0.133,0.799,170.13
https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,loyalty. feat. rihanna.,Kendrick Lamar - Rihanna,conscious hip hop,0.658,0.535,-8.983,0.0573,0.0265,0,0.2,0.419,110.684
https://open.spotify.com/track/7rKKh8AGVXuNXgLBpTBTFH,one day,Logic - Ryan Tedder,conscious hip hop,0.546,0.871,-5.81,0.148,0.139,8.28E-05,0.104,0.303,189.723
https://open.spotify.com/track/4YGzGGnOCahszVbDkkzP8q,anziety,Logic - Lucy Rose,conscious hip hop,0.639,0.807,-6.553,0.0655,0.302,0,0.119,0.575,122.965
https://open.spotify.com/track/3atCD3dVosUsd3KM2yzfeC,grandpas space ship,Logic,conscious hip hop,0.719,0.167,-18.942,0.889,0.266,0,0.152,0.161,119.082
https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,deja vu,J. Cole,conscious hip hop,0.657,0.421,-11.378,0.412,0.352,0.000218,0.187,0.181,174.063
https://open.spotify.com/track/5KVciTEfXvpcFHR3RFbtJy,wassup,Logic - Big Sean,conscious hip hop,0.777,0.57,-6.833,0.0472,0.0869,0,0.121,0.321,139.993
https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,racks in the middle,Nipsey Hussle - Roddy Ricch - Hit-Boy,conscious hip hop,0.671,0.833,-5.152,0.395,0.0825,0,0.0726,0.702,79.351
https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc,1985 - intro to “the fall off”,J. Cole,conscious hip hop,0.679,0.648,-5.892,0.445,0.145,0,0.182,0.635,94.378
https://open.spotify.com/track/5jbDih9bLGmI8ycUKkN5XA,perfect,Logic,conscious hip hop,0.769,0.829,-5.228,0.0661,0.00948,6.65E-05,0.301,0.648,159.943
https://open.spotify.com/track/4CstQ0SUkl0YkoeZkIZlIx,100 miles and running,Logic - Wale - John Lindahl,conscious hip hop,0.835,0.929,-3.595,0.0653,0.579,1.28E-06,0.38,0.96,119.047
https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,money trees,Kendrick Lamar - Jay Rock,conscious hip hop,0.716,0.531,-7.355,0.122,0.0703,0,0.224,0.344,71.994
https://open.spotify.com/track/53LkLW4k4w7EOayzvx70O9,mos definitely,Logic,conscious hip hop,0.604,0.872,-4.01,0.288,0.0978,0,0.121,0.732,64.331
https://open.spotify.com/track/7ikkUWdCqtyEGgSPyVxePq,5 hooks,Logic,conscious hip hop,0.552,0.861,-4.114,0.243,0.125,0,0.388,0.56,86.639
https://open.spotify.com/track/1GtVGc1UYin3zpMUdNSSpM,midnight,Logic,conscious hip hop,0.568,0.607,-7.438,0.108,0.0867,0,0.0972,0.269,95.056
https://open.spotify.com/track/24FR8mXTaiGZPrxnkf1kcP,hit my line,Logic,conscious hip hop,0.62,0.786,-5.22,0.167,0.143,0,0.46,0.679,164.057
https://open.spotify.com/track/4ntsD33Pgsgk8rUyZLLiUV,devastated,Joey Bada$$,conscious hip hop,0.812,0.628,-6.164,0.0682,0.0634,0,0.254,0.485,123.004
https://open.spotify.com/track/4iVD0fTHGxV9JWloujsL3s,double up,Nipsey Hussle - Belly - Dom Kennedy,conscious hip hop,0.604,0.436,-8.32,0.188,0.0544,0.000242,0.162,0.239,107.978
https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn,one day,Logic - Ryan Tedder,conscious hip hop,0.529,0.871,-5.831,0.155,0.118,0.000164,0.115,0.272,189.837
https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF,motiv8,J. Cole,conscious hip hop,0.869,0.385,-7.801,0.297,0.135,0,0.0931,0.596,149.897
https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE,grinding all my life,Nipsey Hussle,conscious hip hop,0.6,0.716,-5.554,0.384,0.0491,0,0.109,0.246,180.165
https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,love. feat. zacari.,Kendrick Lamar - Zacari,conscious hip hop,0.8,0.585,-7.343,0.0924,0.264,0,0.153,0.779,126.058
https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C,duckworth.,Kendrick Lamar,conscious hip hop,0.552,0.731,-6.873,0.615,0.0536,0,0.258,0.632,174.516
https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF,feel.,Kendrick Lamar,conscious hip hop,0.746,0.798,-8.382,0.349,0.137,0,0.139,0.553,109.968
https://open.spotify.com/track/2AfWCBwGGCsZtvVnGF3QYE,intro,J. Cole,conscious hip hop,0.512,0.28,-16.708,0.0441,0.811,7.48E-05,0.087,0.545,111.446
https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,neighbors,J. Cole,conscious hip hop,0.898,0.283,-12.335,0.356,0.319,0.000383,0.11,0.469,138.97
https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,humble.,Kendrick Lamar,conscious hip hop,0.908,0.621,-6.638,0.102,0.000282,5.39E-05,0.0958,0.421,150.011
https://open.spotify.com/track/3irKogkH8P1B1nONmEcHgY,ysiv,Logic,conscious hip hop,0.769,0.777,-6.066,0.312,0.072,0,0.11,0.696,91.022
https://open.spotify.com/track/43IfdE75ficQgsI8QGBvwb,mama/show love,Logic - Cordae,conscious hip hop,0.574,0.823,-4.322,0.124,0.116,0,0.0898,0.256,154.053
https://open.spotify.com/track/1FmdAhS8FqRoEJ4jcSfuKZ,iconic,Logic - Jaden,conscious hip hop,0.388,0.777,-5.55,0.241,0.00575,0,0.288,0.192,175.933
https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,dna.,Kendrick Lamar,conscious hip hop,0.638,0.523,-6.664,0.357,0.00454,0,0.0842,0.422,139.913
https://open.spotify.com/track/066QkK1heGoXBUPBbcOhEG,the glorious five,Logic,conscious hip hop,0.823,0.842,-7.539,0.0477,0.0359,0,0.381,0.396,91.995
https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,fear.,Kendrick Lamar,conscious hip hop,0.588,0.479,-7.039,0.281,0.604,7.20E-06,0.527,0.434,150.414
https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,god.,Kendrick Lamar,conscious hip hop,0.706,0.557,-5.8,0.0813,0.0347,0,0.276,0.205,132.98
https://open.spotify.com/track/3Z6O6zNyxqmqevwy5Dy4cs,out of sight,Logic,conscious hip hop,0.737,0.918,-6.159,0.132,0.0611,2.90E-05,0.107,0.664,174.022
https://open.spotify.com/track/6VDz4m1vEGHDDqQojf1mpc,wu tang forever,Logic - Ghostface Killah - Raekwon - RZA - Method Man - Inspectah Deck - Cappadonna - Jackpot Scotty Wotty - U-God - Masta Killa - GZA,conscious hip hop,0.725,0.809,-4.941,0.309,0.134,0,0.369,0.755,90.991
https://open.spotify.com/track/3NGThUsocImPUQE2tlQXJr,hallelujah,Logic,conscious hip hop,0.663,0.605,-8.299,0.191,0.479,2.99E-06,0.333,0.498,136.001
https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,element.,Kendrick Lamar,conscious hip hop,0.748,0.705,-4.547,0.485,0.204,0,0.246,0.483,189.891
https://open.spotify.com/track/0Lw6aQcBFWTQ9m4MSwwwes,homicide,Logic - Eminem,conscious hip hop,0.722,0.764,-5.656,0.398,0.145,0,0.171,0.796,139.831
https://open.spotify.com/track/3rFF7kSm5qBOOPs6ljFgPp,the cut off,J. Cole - kiLL edward,conscious hip hop,0.734,0.543,-7.979,0.4,0.186,0,0.372,0.336,78.168
https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,kings dead,Jay Rock - Kendrick Lamar - Future - James Blake,conscious hip hop,0.645,0.705,-5.008,0.299,0.000813,0,0.128,0.376,137.133
https://open.spotify.com/track/439TlnnznSiBbQbgXiBqAd,m.a.a.d city,Kendrick Lamar - MC Eiht,conscious hip hop,0.487,0.729,-6.815,0.271,0.0538,4.07E-06,0.44,0.217,91.048
https://open.spotify.com/track/51sVgPeBHYwbeM1cWegVqR,everybody,Logic,conscious hip hop,0.885,0.936,-5.879,0.0894,0.148,0,0.0703,0.763,110.011
https://open.spotify.com/track/3XaNHbNa9Chz9plhRpcaof,everything,Nas - The-Dream - Kanye West,conscious hip hop,0.569,0.541,-6.036,0.381,0.474,0,0.254,0.206,82.423
https://open.spotify.com/track/2Egoo3acImq7hV6TfYV90E,everybody dies,Logic,conscious hip hop,0.784,0.922,-3.92,0.152,0.141,3.48E-06,0.377,0.836,94.082
https://open.spotify.com/track/2CqMWqcHywYRvwzdw2Wh4P,wannabe,Logic,conscious hip hop,0.917,0.828,-7.551,0.0946,0.0959,0,0.0789,0.706,134.012
https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI,kod,J. Cole,conscious hip hop,0.823,0.783,-6.274,0.154,0.21,0,0.113,0.199,141.882
https://open.spotify.com/track/0DtxfqGupuWkfDCtz2lRG0,america,Logic - Black Thought - Chuck D - Big Lenbo - No I.D.,conscious hip hop,0.838,0.891,-4.155,0.135,0.124,0.000312,0.107,0.605,115.01
https://open.spotify.com/track/3s3VVLE1kB7Xk2AoJKlGmr,overnight,Logic,conscious hip hop,0.861,0.745,-6.77,0.0608,0.00138,1.87E-05,0.141,0.889,150.002
https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof,black panther,Kendrick Lamar,conscious hip hop,0.618,0.582,-9.454,0.297,0.625,3.84E-06,0.265,0.48,90.035
https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,pride.,Kendrick Lamar,conscious hip hop,0.665,0.535,-7.056,0.0572,0.0786,1.68E-05,0.154,0.37,138.842
https://open.spotify.com/track/45uPKvMUFmObuDYka9AnKa,pardon my ego,Logic,conscious hip hop,0.876,0.954,-4.962,0.0683,0.0631,0.00538,0.0637,0.506,95.489
https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM,everybody,Logic,conscious hip hop,0.885,0.94,-5.908,0.0913,0.161,0,0.0675,0.773,110.005
https://open.spotify.com/track/0ERnYArznxdTBEIj1VSta8,man i is,Logic,conscious hip hop,0.754,0.778,-2.745,0.134,0.365,6.96E-05,0.152,0.95,74.999
https://open.spotify.com/track/6w9lmWBgqzPQHNQo5KaORN,bonjour,Nas - Tony Williams,conscious hip hop,0.647,0.856,-4.451,0.266,0.153,0,0.262,0.637,143.953
https://open.spotify.com/track/39xWBHPM4E9MwzEy5gbM7p,last time that i checcd,Nipsey Hussle - YG,conscious hip hop,0.711,0.746,-4.224,0.253,0.0289,0,0.371,0.279,96.024
https://open.spotify.com/track/6iyp6udVpLuq3MCUulZT4h,44 more,Logic,conscious hip hop,0.818,0.572,-7.085,0.228,0.0717,0,0.101,0.236,139.968
https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ,atm,J. Cole,conscious hip hop,0.772,0.498,-7.661,0.649,0.115,0,0.0898,0.351,81.817
https://open.spotify.com/track/0FlfN5cbUUpIHCRH8X1M44,the climb back,J. Cole,conscious hip hop,0.61,0.569,-9.447,0.345,0.0398,0,0.337,0.287,81.409
https://open.spotify.com/track/58cvckETahSOG74RP5WE99,state of emergency,Logic - 2 Chainz,conscious hip hop,0.675,0.675,-7.527,0.283,0.0826,0,0.12,0.622,173.922
https://open.spotify.com/track/0ECs7wpW9157Tk5yBUGbE0,alright,Kendrick Lamar,conscious hip hop,0.783,0.761,-5.53,0.195,0.0864,0,0.643,0.674,110.033
https://open.spotify.com/track/0jqBo5RYn008f4ZY8kPewW,indica badu,Logic - Wiz Khalifa,conscious hip hop,0.742,0.72,-2.876,0.116,0.0402,0.000846,0.0839,0.97,77.011
https://open.spotify.com/track/3W4JFzOQdo5J2Wgt9DFg24,warm it up,Logic - Young Sinatra,conscious hip hop,0.827,0.643,-6.414,0.0899,0.257,0,0.094,0.433,95.965
https://open.spotify.com/track/1OmmCrliFMIWzNke437KHE,gp4,Logic,conscious hip hop,0.809,0.684,-3.578,0.273,0.282,1.44E-06,0.241,0.857,85.009
https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,yah.,Kendrick Lamar,conscious hip hop,0.67,0.7,-7.893,0.196,0.576,5.34E-06,0.226,0.648,69.986
https://open.spotify.com/track/7e0nXDIIa6hFqI4HmuanLP,soul food ii,Logic,conscious hip hop,0.457,0.909,-4.749,0.328,0.13,0,0.48,0.615,87.412
https://open.spotify.com/track/6zOhgKfbMiQWToE6K13s2s,everyday,Logic - Marshmello,conscious hip hop,0.668,0.756,-3.904,0.0382,0.0346,0,0.0793,0.474,149.908
https://open.spotify.com/track/2zIAPysksDdMAiG33qH6kW,ordinary day,Logic - Hailee Steinfeld,conscious hip hop,0.748,0.894,-6.67,0.0748,0.0224,0,0.143,0.839,157.988
https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO,44 more,Logic,conscious hip hop,0.824,0.584,-7.098,0.221,0.0718,0,0.106,0.219,139.965
https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,no role modelz,J. Cole,conscious hip hop,0.692,0.521,-8.465,0.33,0.301,0,0.0565,0.463,100.45
https://open.spotify.com/track/5SLhbyOJgcKGTDNWaQN91M,everybody dies,Logic,conscious hip hop,0.574,0.926,-3.935,0.207,0.138,2.59E-06,0.38,0.835,94.279
https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT,blood.,Kendrick Lamar,conscious hip hop,0.357,0.238,-16.78,0.265,0.142,0.0859,0.55,0.494,156.907
https://open.spotify.com/track/0BSPhsCKfwENstErymcD80,adam and eve,Nas - The-Dream,conscious hip hop,0.624,0.803,-5.107,0.218,0.0453,0,0.318,0.172,92.401
https://open.spotify.com/track/0bhnUFDQFCEHCBlsQfHnj5,photograph,J. Cole,conscious hip hop,0.691,0.487,-6.416,0.268,0.0299,0,0.0868,0.358,104.98
https://open.spotify.com/track/6fIjnWrv46njJHLDAY2JdC,dedication,Nipsey Hussle - Kendrick Lamar,conscious hip hop,0.512,0.734,-5.448,0.438,0.431,0,0.226,0.168,93.995
https://open.spotify.com/track/4WfjYOo0JxommRm1PyObJl,high for hours,J. Cole,conscious hip hop,0.87,0.446,-9.818,0.424,0.449,0,0.16,0.684,95.518
https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7,big shot,Kendrick Lamar - Travis Scott,conscious hip hop,0.855,0.478,-9.116,0.193,0.00759,0,0.101,0.284,130.018
https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp,lust.,Kendrick Lamar,conscious hip hop,0.678,0.562,-9.197,0.508,0.193,0,0.104,0.566,94.241
https://open.spotify.com/track/1ndE0rSXw5nlCyJ4eletzq,waiting room,Logic,conscious hip hop,0.698,0.229,-17.818,0.87,0.746,0,0.158,0.624,136.439
https://open.spotify.com/track/0ATmjiSoHDCHeeQ9FcvZOW,the return,Logic,conscious hip hop,0.8,0.956,-4.432,0.178,0.113,0,0.107,0.65,90.025
https://open.spotify.com/track/4ut9fdC5ncgcvCo0KaphNY,thank you,Logic - Lucy Rose - The RattPack,conscious hip hop,0.599,0.749,-7.12,0.269,0.169,3.03E-06,0.4,0.574,159.413
https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,keanu reeves,Logic,conscious hip hop,0.71,0.888,-6.457,0.235,0.0591,0,0.134,0.816,170.193
https://open.spotify.com/track/32VC4phBq8CWC3rFSnjEHr,take it back,Logic,conscious hip hop,0.818,0.835,-4.575,0.282,0.0677,0,0.239,0.68,134.992
https://open.spotify.com/track/5ZcMWSpUeUPvO87FkSZbJB,the return,Logic,conscious hip hop,0.801,0.958,-4.412,0.177,0.116,0,0.0833,0.652,90.012
https://open.spotify.com/track/6rDaCGqcQB1urhpCrrD599,album of the year - freestyle,J. Cole,conscious hip hop,0.705,0.816,-7.046,0.32,0.0805,0,0.476,0.929,94.211
https://open.spotify.com/track/41hwbZ1yF705MxJ7H9bwEu,no pressure intro,Logic,conscious hip hop,0.794,0.845,-6.118,0.387,0.372,0,0.124,0.831,93.939
https://open.spotify.com/track/0D5CXSUx8GOCHSY8KWgi9h,yuck,Logic,conscious hip hop,0.619,0.798,-5.517,0.381,0.168,0,0.17,0.71,156.151
https://open.spotify.com/track/6vKXDgJmquMzFSVBCH55Nc,killing spree,Logic - Ansel Elgort,conscious hip hop,0.854,0.77,-5.887,0.159,0.028,0,0.117,0.178,123.984
https://open.spotify.com/track/5JoUwqXt9IPLbiJ6pXwarL,white label,Nas,conscious hip hop,0.565,0.717,-4.455,0.331,0.475,0,0.193,0.341,75.505
https://open.spotify.com/track/7u90MSvVyEjL0c8icaE7jl,contra,Logic,conscious hip hop,0.804,0.823,-5.837,0.0488,0.104,0,0.2,0.616,126.007
https://open.spotify.com/track/1zayuwd1YLZsYDArkruHdL,the heart part 4,Kendrick Lamar,conscious hip hop,0.672,0.434,-15.218,0.765,0.501,0.000125,0.272,0.54,129.209
https://open.spotify.com/track/4EQSeRRJmk3h3HQ5KlkzVy,confessions of a dangerous mind,Logic,conscious hip hop,0.806,0.756,-4.093,0.208,0.385,0,0.11,0.637,141.97
https://open.spotify.com/track/4fZxGiES1FKbNqJPrI4L3s,boomtrap protocol,Logic,conscious hip hop,0.747,0.532,-5.474,0.0394,0.0549,2.78E-06,0.121,0.347,77.032
https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ,kevin’s heart,J. Cole,conscious hip hop,0.829,0.527,-6.644,0.367,0.482,0,0.631,0.475,116.079
https://open.spotify.com/track/0XIsaklmegqPEdOr38DVEt,clickbait,Logic,conscious hip hop,0.848,0.708,-5.625,0.0925,0.0466,3.79E-05,0.13,0.765,156.007
https://open.spotify.com/track/31mqc7EKPsJf3pe6H5jEfC,rockabye baby,Joey Bada$$ - ScHoolboy Q,conscious hip hop,0.553,0.877,-4.694,0.371,0.166,0,0.0481,0.557,166.242
https://open.spotify.com/track/1ZvBVbsaNqHEP6ymXaPGlj,lion king on ice,J. Cole,conscious hip hop,0.732,0.663,-7.616,0.192,0.0819,0,0.115,0.227,139.964
https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,homicide,Logic - Eminem,conscious hip hop,0.694,0.759,-5.667,0.398,0.137,0,0.167,0.77,140.055
https://open.spotify.com/track/5FYu8uBB6E11mepU601601,not for radio,Nas - Diddy - 070 Shake,conscious hip hop,0.494,0.802,-5.08,0.412,0.0671,0,0.176,0.453,96.703
https://open.spotify.com/track/0Px86mRlxdB3YqpK6KXWlr,once an addict - interlude,J. Cole,conscious hip hop,0.623,0.473,-8.336,0.461,0.626,0,0.119,0.138,84.066
https://open.spotify.com/track/4TIngwQM4tE0V3BCg9WDFV,confess,Logic - Killer Mike,conscious hip hop,0.751,0.972,-2.821,0.0876,0.278,0.00109,0.139,0.481,122.946
